Horizon,Events ahead,Mean daily pnl,Std daily pnl,Sharpe-like,t-stat,p-value
k=1,10,-0.01746284441805311,0.43757419789484536,-0.039908304699103066,-0.6654044138265793,0.5063435398999876
k=2,20,-0.07239379682937856,0.8580230004695945,-0.08437279279198526,-1.4067755860329534,0.16061086280191286
k=3,30,0.03695451862241717,0.9597708787789625,0.03850347977783131,0.6419813015115927,0.5214143306433743
k=4,50,-0.060125199932629624,1.5888947720571527,-0.03784089480940586,-0.6309338023544725,0.5286021707255806
k=5,100,-0.33622976713760266,4.387813087052823,-0.07662809706496392,-1.2776457029332169,0.20244026863917217
